	tokens	surprisal
21740	None	None
21741	None	None
21742	None	None
21743	None	None
21744	None	None
21745	None	None
21746	None	None
21747	None	None
21748	None	None
21749	None	None
21750	None	None
21751	None	None
21752	None	None
21753	None	None
21754	None	None
21755	None	None
21756	None	None
21757	None	None
21758	None	None
21759	None	None
21760	None	None
21761	None	None
21762	None	None
21763	None	None
21764	None	None
21765	None	None
21766	None	None
21767	None	None
21768	None	None
21769	None	None
21770	None	None
21771	None	None
21772	None	None
21773	None	None
21774	None	None
21775	None	None
21776	None	None
21777	None	None
21778	None	None
21779	None	None
21780	None	None
21781	None	None
21782	None	None
21783	None	None
21784	None	None
21785	None	None
21786	None	None
21787	None	None
21788	None	None
21789	None	None
21790	None	None
21791	None	None
21792	None	None
21793	None	None
21794	None	None
21795	None	None
21796	None	None
21797	None	None
21798	None	None
21799	None	None
21800	None	None
21801	None	None
21802	None	None
21803	None	None
21804	None	None
21805	None	None
21806	None	None
21807	None	None
21808	None	None
21809	None	None
21810	None	None
21811	None	None
21812	None	None
21813	None	None
21814	None	None
21815	None	None
21816	None	None
21817	None	None
21818	None	None
21819	None	None
21820	None	None
21821	None	None
21822	None	None
21823	None	None
21824	None	None
21825	None	None
21826	None	None
21827	None	None
21828	None	None
21829	None	None
21830	None	None
21831	None	None
21832	None	None
21833	None	None
21834	None	None
21835	None	None
21836	None	None
21837	None	None
21838	None	None
21839	None	None
21840	None	None
21841	None	None
21842	None	None
21843	None	None
21844	None	None
21845	None	None
21846	None	None
21847	None	None
21848	None	None
21849	None	None
21850	None	None
21851	None	None
21852	None	None
21853	None	None
21854	None	None
21855	None	None
21856	None	None
21857	None	None
21858	None	None
21859	None	None
21860	None	None
21861	None	None
21862	None	None
21863	None	None
21864	None	None
21865	None	None
21866	None	None
21867	None	None
21868	None	None
21869	None	None
21870	None	None
21871	None	None
21872	None	None
21873	None	None
21874	None	None
21875	None	None
21876	None	None
21877	None	None
21878	None	None
21879	None	None
21880	None	None
21881	None	None
21882	None	None
21883	None	None
21884	None	None
21885	None	None
21886	None	None
21887	None	None
21888	None	None
21889	None	None
21890	None	None
21891	None	None
21892	None	None
21893	None	None
21894	None	None
21895	None	None
21896	None	None
21897	None	None
21898	None	None
21899	None	None
21900	None	None
21901	None	None
21902	None	None
21903	None	None
21904	When	14.781913071698204
21905	the	15.100316618549686
21906	morning	6.385042185233786
21907	was	14.538654952315955
21908	come	17.89658635830824
21909	all	11.054824372646088
21910	the	16.1979122400165
21911	chief	14.77806261823627
21912	priests	16.72425172431772
21913	and	16.06612847424857
21914	elders	21.11511748173401
21915	of	16.150545455400074
21916	the	11.962227521919322
21917	people	14.030835104718092
21918	took	15.186733142338994
21919	counsel	17.701515053364027
21920	against	11.322508309026544
21921	Jesus	15.513253956734772
21922	to	13.785667685816069
21923	put	16.25474883340078
21924	him	13.514653417252465
21925	to	14.337975912422543
21926	death	16.313453308736634
21927	And	11.364642668495456
21928	when	10.64146965361395
21929	they	11.743092655675165
21930	had	8.559564331404847
21931	bound	17.15870401740005
21932	him	11.312118715683564
21933	they	10.552478457097076
21934	led	17.425342496985877
21935	him	12.923942202075851
21936	away	11.071056275966077
21937	and	9.03187666722594
21938	delivered	17.245644493662606
21939	him	10.356101764519485
21940	to	12.336959570330555
21941	Pontius	33.973352489275825
21942	Pilate	36.22964500312576
21943	the	15.535633237624099
21944	governor	16.34461897285064
21945	Then	12.03255709434087
21946	Judas	28.032510977181367
21947	which	11.356147882780196
21948	had	8.946577851850291
21949	betrayed	19.92197985535891
21950	him	12.900134707761474
21951	when	10.656271414040177
21952	he	11.340320552934882
21953	saw	17.483146884233808
21954	that	9.554815875889323
21955	he	11.526238644212217
21956	was	14.211291722253389
21957	condemned	20.551868693152493
21958	repented	46.275745949117294
21959	himself	11.920882294827074
21960	and	10.524382702577224
21961	brought	16.549512379439328
21962	again	9.582911604197804
21963	the	14.469441732659586
21964	thirty	18.213548689088014
21965	pieces	17.642079580083568
21966	of	10.832190176924072
21967	silver	14.239553226891783
21968	to	11.906531336339123
21969	the	13.661587179767164
21970	chief	11.408431315381996
21971	priests	19.11955888874286
21972	and	13.296934037929026
21973	elders	21.009043270509746
21974	Saying	19.885648411467173
21975	I	12.884341444886427
21976	have	14.721955283418982
21977	sinned	31.601015142411384
21978	in	11.011773948744016
21979	that	9.182080289495794
21980	I	14.102558324899702
21981	have	14.238564014800483
21982	betrayed	20.556210739798047
21983	the	13.586594937356734
21984	innocent	17.0365315735129
21985	blood	16.45142581926022
21986	And	11.271734427273861
21987	they	10.307961893604205
21988	said	14.943896336723347
21989	What	17.30817417772823
21990	is	12.235407378651264
21991	that	8.122677667633406
21992	to	14.520660695572348
21993	us	13.68666880858505
21994	see	14.850884131926362
21995	thou	19.529584027097464
21996	to	11.91892247710875
21997	that	7.9913605739923605
21998	And	10.837811227599065
21999	he	11.206980502637691
22000	cast	14.581925690808598
22001	down	14.793615612557549
22002	the	15.035198657165791
22003	pieces	17.956448320388272
22004	of	16.37978476186932
22005	silver	17.86531094848732
22006	in	13.811786663537726
22007	the	13.590153709484978
22008	temple	14.794100879579453
22009	and	10.638937715790092
22010	departed	20.779149809479662
22011	None	None
22012	None	None
22013	None	None
22014	None	None
22015	None	None
22016	None	None
22017	None	None
22018	None	None
22019	None	None
22020	None	None
22021	None	None
22022	None	None
22023	None	None
22024	None	None
22025	None	None
22026	None	None
22027	None	None
22028	None	None
22029	None	None
22030	None	None
22031	None	None
22032	None	None
22033	None	None
22034	None	None
22035	None	None
22036	None	None
22037	None	None
22038	None	None
22039	None	None
22040	None	None
22041	None	None
22042	None	None
22043	None	None
22044	None	None
22045	None	None
22046	None	None
22047	None	None
22048	None	None
22049	None	None
22050	None	None
22051	None	None
22052	None	None
22053	None	None
22054	None	None
22055	None	None
22056	None	None
22057	None	None
22058	None	None
22059	None	None
22060	None	None
22061	None	None
22062	None	None
22063	None	None
22064	None	None
22065	None	None
22066	None	None
22067	None	None
22068	None	None
22069	None	None
22070	None	None
22071	None	None
22072	None	None
22073	None	None
22074	None	None
22075	None	None
22076	None	None
22077	None	None
22078	None	None
22079	None	None
22080	None	None
22081	None	None
22082	None	None
22083	None	None
22084	None	None
22085	None	None
22086	None	None
22087	None	None
22088	None	None
22089	None	None
22090	None	None
22091	None	None
22092	None	None
22093	None	None
22094	None	None
22095	None	None
22096	None	None
22097	None	None
22098	None	None
22099	None	None
22100	None	None
22101	None	None
22102	None	None
22103	None	None
22104	None	None
22105	None	None
22106	None	None
22107	None	None
22108	None	None
22109	None	None
22110	None	None
22111	None	None
22112	None	None
22113	None	None
22114	None	None
22115	None	None
22116	None	None
22117	None	None
22118	None	None
22119	None	None
22120	None	None
22121	None	None
22122	None	None
22123	None	None
22124	None	None
22125	None	None
22126	None	None
22127	None	None
22128	None	None
22129	None	None
22130	None	None
22131	None	None
22132	None	None
22133	None	None
22134	None	None
22135	None	None
22136	None	None
22137	None	None
22138	None	None
22139	None	None
22140	None	None
22141	None	None
22142	None	None
22143	None	None
22144	None	None
22145	None	None
22146	None	None
22147	None	None
22148	None	None
22149	None	None
22150	None	None
22151	None	None
22152	None	None
22153	None	None
22154	None	None
22155	None	None
22156	None	None
22157	None	None
22158	None	None
22159	None	None
22160	None	None
22161	None	None
22162	None	None
22163	None	None
22164	None	None
22165	None	None
22166	None	None
22167	None	None
22168	None	None
22169	None	None
22170	None	None
22171	None	None
22172	None	None
22173	None	None
22174	None	None
22175	None	None
22176	None	None
22177	None	None
22178	None	None
22179	None	None
22180	None	None
22181	None	None
22182	None	None
22183	None	None
22184	None	None
22185	None	None
22186	None	None
22187	None	None
22188	None	None
22189	None	None
22190	None	None
22191	None	None
22192	None	None
22193	None	None
22194	None	None
22195	None	None
22196	None	None
22197	None	None
22198	None	None
22199	None	None
22200	None	None
22201	None	None
22202	None	None
22203	None	None
22204	None	None
22205	None	None
22206	None	None
22207	None	None
22208	None	None
22209	None	None
22210	None	None
22211	None	None
22212	None	None
22213	None	None
22214	None	None
22215	None	None
22216	None	None
22217	None	None
22218	None	None
22219	None	None
22220	None	None
22221	None	None
22222	None	None
22223	None	None
22224	None	None
22225	None	None
22226	None	None
22227	None	None
22228	None	None
22229	None	None
22230	None	None
22231	None	None
22232	None	None
22233	None	None
22234	None	None
22235	None	None
22236	None	None
22237	None	None
22238	None	None
22239	None	None
22240	None	None
22241	None	None
22242	None	None
22243	None	None
22244	None	None
22245	None	None
22246	None	None
22247	None	None
22248	None	None
22249	None	None
22250	None	None
22251	None	None
22252	None	None
22253	None	None
22254	None	None
22255	None	None
22256	None	None
22257	None	None
22258	None	None
22259	None	None
22260	None	None
22261	None	None
22262	None	None
22263	None	None
22264	None	None
22265	None	None
22266	None	None
22267	None	None
22268	None	None
22269	None	None
22270	None	None
22271	None	None
22272	None	None
22273	None	None
22274	None	None
22275	None	None
22276	None	None
22277	None	None
22278	None	None
22279	None	None
22280	None	None
22281	None	None
22282	None	None
22283	None	None
22284	None	None
22285	None	None
22286	None	None
22287	None	None
22288	None	None
22289	None	None
22290	None	None
22291	None	None
22292	None	None
22293	None	None
22294	None	None
22295	None	None
22296	None	None
22297	None	None
22298	None	None
22299	None	None
22300	None	None
22301	None	None
22302	None	None
22303	None	None
22304	None	None
22305	None	None
22306	None	None
22307	None	None
22308	None	None
22309	None	None
22310	None	None
22311	None	None
22312	None	None
22313	None	None
22314	None	None
22315	None	None
22316	None	None
22317	None	None
22318	None	None
22319	None	None
22320	None	None
22321	None	None
22322	None	None
22323	None	None
22324	None	None
22325	None	None
22326	None	None
22327	None	None
22328	None	None
22329	None	None
22330	None	None
22331	None	None
22332	None	None
22333	None	None
22334	None	None
22335	None	None
22336	None	None
22337	None	None
22338	None	None
22339	None	None
22340	None	None
22341	None	None
22342	None	None
22343	None	None
22344	None	None
22345	None	None
22346	None	None
22347	None	None
22348	None	None
22349	None	None
22350	None	None
22351	None	None
22352	None	None
22353	None	None
22354	None	None
22355	None	None
22356	None	None
22357	None	None
22358	None	None
22359	None	None
22360	None	None
22361	None	None
22362	None	None
22363	None	None
22364	None	None
22365	None	None
22366	None	None
22367	None	None
22368	None	None
22369	None	None
22370	None	None
22371	None	None
22372	None	None
22373	None	None
22374	None	None
22375	None	None
22376	None	None
22377	None	None
22378	None	None
22379	None	None
22380	None	None
22381	None	None
22382	None	None
22383	None	None
22384	None	None
22385	None	None
22386	None	None
22387	None	None
22388	None	None
22389	None	None
22390	None	None
22391	None	None
22392	None	None
22393	None	None
22394	None	None
22395	None	None
22396	None	None
22397	None	None
22398	None	None
22399	None	None
22400	None	None
22401	None	None
22402	None	None
22403	None	None
22404	None	None
22405	None	None
22406	None	None
22407	None	None
22408	None	None
22409	None	None
22410	None	None
22411	None	None
22412	None	None
22413	None	None
22414	None	None
22415	None	None
22416	None	None
22417	None	None
22418	None	None
22419	None	None
22420	None	None
22421	None	None
22422	None	None
22423	None	None
22424	None	None
22425	None	None
22426	None	None
22427	None	None
22428	None	None
22429	None	None
22430	None	None
22431	None	None
22432	None	None
22433	None	None
22434	None	None
22435	None	None
22436	None	None
22437	None	None
22438	None	None
22439	None	None
22440	None	None
22441	None	None
22442	None	None
22443	None	None
22444	None	None
22445	None	None
22446	None	None
22447	None	None
22448	None	None
22449	None	None
22450	None	None
22451	None	None
22452	None	None
22453	None	None
22454	None	None
22455	None	None
22456	None	None
22457	None	None
22458	None	None
22459	None	None
22460	None	None
22461	None	None
22462	None	None
22463	None	None
22464	None	None
22465	None	None
22466	None	None
22467	None	None
22468	None	None
22469	None	None
22470	None	None
22471	None	None
22472	None	None
22473	None	None
22474	None	None
22475	None	None
22476	None	None
22477	None	None
22478	None	None
22479	None	None
22480	None	None
22481	None	None
22482	None	None
22483	None	None
22484	None	None
22485	None	None
22486	None	None
22487	None	None
22488	None	None
22489	None	None
22490	None	None
22491	None	None
22492	None	None
22493	None	None
22494	None	None
22495	None	None
22496	None	None
22497	None	None
22498	None	None
22499	None	None
22500	None	None
22501	None	None
22502	None	None
22503	None	None
22504	None	None
22505	None	None
22506	None	None
22507	None	None
22508	None	None
22509	None	None
22510	None	None
22511	None	None
22512	None	None
22513	None	None
22514	None	None
22515	None	None
22516	None	None
22517	None	None
22518	None	None
22519	None	None
22520	None	None
22521	None	None
22522	None	None
22523	None	None
22524	None	None
22525	None	None
22526	None	None
22527	None	None
22528	None	None
22529	None	None
22530	None	None
22531	None	None
22532	None	None
22533	None	None
22534	None	None
22535	None	None
22536	None	None
22537	None	None
22538	None	None
22539	None	None
22540	None	None
22541	None	None
22542	None	None
22543	None	None
22544	None	None
22545	None	None
22546	None	None
22547	None	None
22548	None	None
22549	None	None
22550	None	None
22551	None	None
22552	None	None
22553	None	None
22554	None	None
22555	None	None
22556	None	None
22557	None	None
22558	None	None
22559	None	None
22560	None	None
22561	None	None
22562	None	None
22563	None	None
22564	None	None
22565	None	None
22566	None	None
22567	None	None
22568	None	None
22569	None	None
22570	None	None
22571	None	None
22572	None	None
22573	None	None
22574	None	None
22575	None	None
22576	None	None
22577	None	None
22578	None	None
22579	None	None
22580	None	None
22581	None	None
22582	None	None
22583	None	None
22584	None	None
22585	None	None
22586	None	None
22587	None	None
22588	None	None
22589	None	None
22590	None	None
22591	None	None
22592	None	None
22593	None	None
22594	None	None
22595	None	None
22596	None	None
22597	None	None
22598	None	None
22599	None	None
22600	None	None
22601	None	None
22602	None	None
22603	None	None
22604	None	None
22605	None	None
22606	None	None
22607	None	None
22608	None	None
22609	None	None
22610	None	None
22611	None	None
22612	None	None
22613	None	None
22614	None	None
22615	None	None
22616	None	None
22617	None	None
22618	None	None
22619	None	None
22620	None	None
22621	None	None
22622	None	None
22623	None	None
22624	None	None
22625	None	None
22626	None	None
22627	None	None
22628	None	None
22629	None	None
22630	None	None
22631	None	None
22632	None	None
22633	None	None
22634	None	None
22635	None	None
22636	None	None
22637	None	None
22638	None	None
22639	None	None
22640	None	None
22641	None	None
22642	None	None
22643	None	None
22644	None	None
22645	None	None
22646	None	None
22647	None	None
22648	None	None
22649	None	None
22650	None	None
22651	None	None
22652	None	None
22653	None	None
22654	None	None
22655	None	None
22656	None	None
22657	None	None
22658	None	None
22659	None	None
22660	None	None
22661	None	None
22662	None	None
22663	None	None
22664	None	None
22665	None	None
22666	None	None
22667	None	None
22668	None	None
22669	None	None
22670	None	None
22671	None	None
22672	None	None
22673	None	None
22674	None	None
22675	None	None
22676	None	None
22677	None	None
22678	None	None
22679	None	None
22680	None	None
22681	None	None
22682	None	None
22683	None	None
22684	None	None
22685	None	None
22686	None	None
22687	None	None
22688	None	None
22689	None	None
22690	None	None
22691	None	None
22692	None	None
22693	None	None
22694	None	None
22695	None	None
22696	None	None
22697	None	None
22698	None	None
22699	None	None
22700	None	None
22701	None	None
22702	None	None
22703	None	None
22704	None	None
22705	None	None
22706	None	None
22707	None	None
22708	None	None
22709	None	None
22710	None	None
22711	None	None
22712	None	None
22713	None	None
22714	None	None
22715	None	None
22716	None	None
22717	None	None
22718	None	None
22719	None	None
22720	None	None
22721	None	None
22722	None	None
22723	None	None
22724	None	None
22725	None	None
22726	None	None
22727	None	None
22728	None	None
22729	None	None
22730	None	None
22731	None	None
22732	None	None
22733	None	None
22734	None	None
22735	None	None
22736	None	None
22737	None	None
22738	None	None
22739	None	None
22740	None	None
22741	None	None
22742	None	None
22743	None	None
22744	None	None
22745	None	None
22746	None	None
22747	None	None
22748	None	None
22749	None	None
22750	None	None
22751	None	None
22752	None	None
22753	None	None
22754	None	None
22755	None	None
22756	None	None
22757	None	None
22758	None	None
22759	None	None
22760	None	None
22761	None	None
22762	None	None
22763	None	None
22764	None	None
22765	None	None
22766	None	None
22767	None	None
22768	None	None
22769	None	None
22770	None	None
22771	None	None
22772	None	None
22773	None	None
22774	None	None
22775	None	None
22776	None	None
22777	None	None
22778	None	None
22779	None	None
22780	None	None
22781	None	None
22782	None	None
22783	None	None
22784	None	None
22785	None	None
22786	None	None
22787	None	None
22788	None	None
22789	None	None
22790	None	None
22791	None	None
22792	None	None
22793	None	None
22794	None	None
22795	None	None
22796	None	None
22797	None	None
22798	None	None
22799	None	None
22800	None	None
22801	None	None
22802	None	None
22803	None	None
22804	None	None
22805	None	None
22806	None	None
22807	None	None
22808	None	None
22809	None	None
22810	None	None
22811	None	None
22812	None	None
22813	None	None
22814	None	None
22815	None	None
22816	None	None
22817	None	None
22818	None	None
22819	None	None
22820	None	None
22821	None	None
22822	None	None
22823	None	None
22824	None	None
22825	None	None
22826	None	None
22827	None	None
22828	None	None
22829	None	None
22830	None	None
22831	None	None
22832	None	None
22833	None	None
22834	None	None
22835	None	None
22836	None	None
22837	None	None
22838	None	None
22839	None	None
22840	None	None
22841	None	None
22842	None	None
22843	None	None
22844	None	None
22845	None	None
22846	None	None
22847	None	None
22848	None	None
22849	None	None
22850	None	None
22851	None	None
22852	None	None
22853	None	None
22854	None	None
22855	None	None
22856	None	None
22857	None	None
22858	None	None
22859	None	None
22860	None	None
22861	None	None
22862	None	None
22863	None	None
22864	None	None
22865	None	None
22866	None	None
22867	None	None
22868	None	None
22869	None	None
22870	None	None
22871	None	None
22872	None	None
22873	None	None
22874	None	None
22875	None	None
22876	None	None
22877	None	None
22878	None	None
22879	None	None
22880	None	None
22881	None	None
22882	None	None
22883	None	None
22884	None	None
22885	None	None
22886	None	None
22887	None	None
22888	None	None
22889	None	None
22890	None	None
22891	None	None
22892	None	None
22893	None	None
22894	None	None
22895	None	None
22896	None	None
22897	None	None
22898	None	None
22899	None	None
22900	None	None
22901	None	None
22902	None	None
22903	None	None
22904	None	None
22905	None	None
22906	None	None
22907	None	None
22908	None	None
22909	None	None
22910	None	None
22911	None	None
22912	None	None
22913	None	None
22914	None	None
22915	None	None
22916	None	None
22917	None	None
22918	None	None
22919	None	None
22920	None	None
22921	None	None
22922	None	None
22923	None	None
22924	None	None
22925	None	None
22926	None	None
22927	None	None
22928	None	None
22929	None	None
22930	None	None
22931	None	None
22932	None	None
22933	None	None
22934	None	None
22935	None	None
22936	None	None
22937	None	None
22938	None	None
22939	None	None
22940	None	None
22941	None	None
22942	None	None
22943	None	None
22944	None	None
22945	None	None
22946	None	None
22947	None	None
22948	None	None
22949	None	None
22950	None	None
22951	None	None
22952	None	None
22953	None	None
22954	None	None
22955	None	None
22956	None	None
22957	None	None
22958	None	None
22959	None	None
22960	None	None
22961	None	None
22962	None	None
22963	None	None
22964	None	None
22965	None	None
22966	None	None
22967	None	None
22968	None	None
22969	None	None
22970	None	None
22971	None	None
22972	None	None
22973	None	None
22974	None	None
22975	None	None
22976	None	None
22977	None	None
22978	None	None
22979	None	None
22980	None	None
22981	None	None
22982	None	None
22983	None	None
22984	None	None
22985	None	None
22986	None	None
22987	None	None
22988	None	None
22989	None	None
22990	None	None
22991	None	None
22992	None	None
22993	None	None
22994	None	None
22995	None	None
22996	None	None
22997	None	None
22998	None	None
22999	None	None
23000	None	None
23001	None	None
23002	None	None
23003	None	None
23004	None	None
23005	None	None
23006	None	None
23007	None	None
23008	None	None
23009	None	None
23010	None	None
23011	None	None
23012	None	None
23013	None	None
23014	None	None
23015	None	None
23016	None	None
23017	None	None
23018	None	None
23019	None	None
23020	None	None
23021	None	None
23022	None	None
23023	None	None
23024	None	None
23025	None	None
23026	None	None
23027	None	None
23028	None	None
23029	None	None
23030	None	None
23031	None	None
23032	None	None
23033	None	None
23034	None	None
23035	None	None
23036	None	None
23037	None	None
23038	None	None
23039	None	None
23040	None	None
23041	None	None
23042	None	None
23043	None	None
23044	None	None
23045	None	None
23046	None	None
23047	None	None
23048	None	None
23049	None	None
23050	None	None
23051	None	None
23052	None	None
23053	None	None
23054	None	None
23055	None	None
23056	None	None
23057	None	None
23058	None	None
23059	None	None
23060	None	None
23061	None	None
23062	None	None
23063	None	None
23064	None	None
23065	None	None
23066	None	None
23067	None	None
23068	None	None
23069	None	None
23070	None	None
23071	None	None
23072	None	None
23073	None	None
23074	None	None
23075	None	None
23076	None	None
23077	None	None
23078	None	None
23079	None	None
23080	None	None
23081	None	None
23082	None	None
23083	None	None
23084	None	None
23085	None	None
23086	None	None
23087	None	None
23088	None	None
23089	None	None
23090	None	None
23091	None	None
23092	None	None
23093	None	None
23094	None	None
23095	None	None
23096	None	None
23097	None	None
23098	None	None
23099	None	None
23100	None	None
23101	None	None
23102	None	None
23103	None	None
23104	None	None
23105	None	None
23106	None	None
23107	None	None
23108	None	None
23109	None	None
23110	None	None
23111	None	None
23112	None	None
23113	None	None
23114	None	None
23115	None	None
23116	None	None
23117	None	None
23118	None	None
23119	None	None
23120	None	None
23121	None	None
23122	None	None
23123	None	None
23124	None	None
23125	None	None
23126	None	None
23127	None	None
23128	None	None
23129	None	None
23130	None	None
23131	None	None
23132	None	None
23133	None	None
23134	None	None
23135	None	None
23136	None	None
23137	None	None
23138	None	None
23139	None	None
23140	None	None
23141	None	None
23142	None	None
23143	None	None
23144	None	None
23145	None	None
23146	None	None
23147	None	None
23148	None	None
23149	None	None
23150	None	None
23151	None	None
23152	None	None
23153	None	None
23154	None	None
23155	None	None
23156	None	None
23157	None	None
23158	None	None
23159	None	None
23160	None	None
23161	None	None
23162	None	None
23163	None	None
23164	None	None
23165	None	None
23166	None	None
23167	None	None
23168	None	None
23169	None	None
23170	None	None
23171	None	None
23172	None	None
23173	None	None
23174	None	None
23175	None	None
23176	None	None
23177	None	None
23178	None	None
23179	None	None
23180	None	None
23181	None	None
23182	None	None
23183	None	None
23184	None	None
23185	None	None
23186	None	None
23187	None	None
23188	None	None
23189	None	None
23190	None	None
23191	None	None
23192	None	None
23193	None	None
23194	None	None
23195	None	None
23196	None	None
23197	None	None
23198	None	None
23199	None	None
23200	None	None
23201	None	None
23202	None	None
23203	None	None
23204	None	None
23205	None	None
23206	None	None
23207	None	None
23208	None	None
23209	None	None
23210	None	None
23211	None	None
23212	None	None
23213	None	None
23214	None	None
23215	None	None
23216	None	None
23217	None	None
23218	None	None
23219	None	None
23220	None	None
23221	None	None
23222	None	None
23223	None	None
23224	None	None
23225	None	None
23226	None	None
23227	None	None
23228	None	None
23229	None	None
23230	None	None
23231	None	None
23232	None	None
23233	None	None
23234	None	None
23235	None	None
23236	None	None
23237	None	None
23238	None	None
23239	None	None
23240	None	None
23241	None	None
23242	None	None
23243	None	None
23244	None	None
23245	None	None
23246	None	None
23247	None	None
23248	None	None
23249	None	None
23250	None	None
23251	None	None
23252	None	None
23253	None	None
23254	None	None
23255	None	None
23256	None	None
23257	None	None
23258	None	None
23259	None	None
23260	None	None
23261	None	None
23262	None	None
23263	In	19.092073844375868
23264	the	13.780848174648277
23265	end	14.030418496961204
23266	of	12.87472102283114
23267	the	11.138288038096277
23268	sabbath	54.10953463934419
23269	as	11.000168466842268
23270	it	15.31193072219873
23271	began	14.186188479005837
23272	to	16.9175294795645
23273	dawn	20.704993851129956
23274	toward	15.545160426546632
23275	the	13.664312115120012
23276	first	11.338111457074044
23277	day	14.128856165413655
23278	of	17.050015528738694
23279	the	11.84013251178956
23280	week	15.406490905272767
23281	came	16.83875737945893
23282	Mary	6.179738342173343
23283	Magdalene	69.0968787338873
23284	and	11.976921824824835
23285	the	15.129064916434595
23286	other	9.499164926651762
23287	Mary	7.26600233428059
23288	to	11.813441698447006
23289	see	14.616078617904819
23290	the	15.412574403764824
23291	sepulchre	61.18055569629078
23292	And	13.96235033268786
23293	behold	19.429967017856768
23294	there	13.355730450673166
23295	was	15.83271202847508
23296	a	12.885643168531475
23297	great	11.642911164470558
23298	earthquake	14.947691162967692
23299	for	11.754435833568646
23300	the	13.105397395805412
23301	angel	18.63730340425936
23302	of	14.617306322519305
23303	the	14.533008478955685
23304	Lord	9.293756312742248
23305	descended	17.08089790570412
23306	from	11.329937353670864
23307	heaven	17.834272277262457
23308	and	9.338568076464668
23309	came	15.670588227216891
23310	and	12.552656794928877
23311	rolled	18.276927389967685
23312	back	8.977917208898152
23313	the	16.06131479516732
23314	stone	12.742916065797797
23315	from	12.388870373618737
23316	the	12.780531148294925
23317	door	11.84262191412638
23318	and	9.969928663635377
23319	sat	16.450104430336605
23320	upon	11.109944138235969
23321	it	11.477178566931942
23322	His	16.63832269120316
23323	countenance	33.80335637660967
23324	was	14.4814101109446
23325	like	13.190056556599966
23326	lightning	18.59929499112871
23327	and	10.375991622450973
23328	his	12.38073701421218
23329	raiment	50.36952518389436
23330	white	10.698261150545889
23331	as	11.197640525482644
23332	snow	14.456886028784023
23333	And	12.017683181433782
23334	for	10.61884826724024
23335	fear	18.023512353279212
23336	of	15.411632938102919
23337	him	12.122201764887993
23338	the	12.789542828100563
23339	keepers	27.660548328354682
23340	did	11.608834436204067
23341	shake	17.98297363089093
23342	and	9.596322188863743
23343	became	15.561942084426795
23344	as	11.762951567781515
23345	dead	14.0121776617026
23346	men	14.965805042311208
23347	And	12.956787937689722
23348	the	13.581002322057438
23349	angel	18.605222408603584
23350	answered	20.122764552743238
23351	and	11.60101212253615
23352	said	15.92663523231617
23353	unto	18.448046659743337
23354	the	12.962239249644895
23355	women	16.68938402894605
23356	Fear	19.276855085242218
23357	not	10.104520957445569
23358	ye	15.566003820782841
23359	for	9.978525884487553
23360	I	10.402577202927242
23361	know	16.707192671211995
23362	that	9.115197486095536
23363	ye	18.65852651143106
23364	seek	17.097920088980676
23365	None	None
23366	None	None
23367	None	None
23368	None	None
23369	None	None
23370	None	None
23371	None	None
23372	None	None
23373	None	None
23374	None	None
23375	None	None
23376	None	None
23377	None	None
23378	None	None
23379	None	None
23380	None	None
23381	None	None
23382	None	None
23383	None	None
23384	None	None
23385	None	None
23386	None	None
23387	None	None
23388	None	None
23389	None	None
23390	None	None
23391	None	None
23392	None	None
23393	None	None
23394	None	None
23395	None	None
23396	None	None
23397	None	None
23398	None	None
23399	None	None
23400	None	None
23401	None	None
23402	None	None
23403	None	None
23404	None	None
23405	None	None
23406	None	None
23407	None	None
23408	None	None
23409	None	None
23410	None	None
23411	None	None
23412	None	None
23413	None	None
23414	None	None
23415	None	None
23416	None	None
23417	None	None
23418	None	None
23419	None	None
23420	None	None
23421	None	None
23422	None	None
23423	None	None
23424	None	None
23425	None	None
23426	None	None
23427	None	None
23428	None	None
23429	None	None
23430	None	None
23431	None	None
23432	None	None
23433	None	None
23434	None	None
23435	None	None
23436	None	None
23437	None	None
23438	None	None
23439	None	None
23440	None	None
23441	None	None
23442	None	None
23443	None	None
23444	None	None
23445	None	None
23446	None	None
23447	None	None
23448	None	None
23449	None	None
23450	None	None
23451	None	None
23452	None	None
23453	None	None
23454	None	None
23455	None	None
23456	None	None
23457	None	None
23458	None	None
23459	None	None
23460	None	None
23461	None	None
23462	None	None
23463	None	None
23464	None	None
23465	None	None
23466	None	None
23467	None	None
23468	None	None
23469	None	None
23470	None	None
23471	None	None
23472	None	None
23473	None	None
23474	None	None
23475	None	None
23476	None	None
23477	None	None
23478	None	None
23479	None	None
23480	None	None
23481	None	None
23482	None	None
23483	None	None
23484	None	None
23485	None	None
23486	None	None
23487	None	None
23488	None	None
23489	None	None
23490	None	None
23491	None	None
23492	None	None
23493	None	None
23494	None	None
23495	None	None
23496	None	None
23497	None	None
23498	None	None
23499	None	None
23500	None	None
23501	None	None
23502	None	None
23503	None	None
23504	None	None
23505	None	None
23506	None	None
23507	None	None
23508	None	None
23509	None	None
23510	None	None
23511	None	None
23512	None	None
23513	None	None
23514	None	None
23515	None	None
23516	None	None
23517	None	None
23518	None	None
23519	None	None
23520	None	None
23521	None	None
23522	None	None
23523	None	None
23524	None	None
23525	None	None
23526	None	None
23527	None	None
23528	None	None
23529	None	None
23530	None	None
23531	None	None
23532	None	None
23533	None	None
23534	None	None
23535	None	None
23536	None	None
23537	None	None
23538	None	None
23539	None	None
23540	None	None
23541	None	None
23542	None	None
