	chapter	tokens
41882	03	the
41883	03	people
41884	03	were
41885	03	in
41886	03	expectation
41887	03	and
41888	03	all
41889	03	men
41890	03	mused
41891	03	in
41892	03	their
41893	03	hearts
41894	03	of
41895	03	john
41896	03	whether
41897	03	he
41898	03	were
41899	03	the
41900	03	christ
41901	03	or
41902	03	not
41903	03	john
41904	03	answered
41905	03	saying
41906	03	unto
41907	03	them
41908	03	all
41909	03	i
41910	03	indeed
41911	03	baptize
41912	03	you
41913	03	with
41914	03	water
41915	03	but
41916	03	one
41917	03	mightier
41918	03	than
41919	03	i
41920	03	cometh
41921	03	the
41922	03	latchet
41923	03	of
41924	03	whose
41925	03	shoes
41926	03	i
41927	03	am
41928	03	not
41929	03	worthy
41930	03	to
41931	03	unloose
41932	03	he
41933	03	shall
41934	03	baptize
41935	03	you
41936	03	with
41937	03	the
41938	03	holy
41939	03	ghost
41940	03	and
41941	03	with
41942	03	fire
41943	03	whose
41944	03	fan
41945	03	is
41946	03	in
41947	03	his
41948	03	hand
41949	03	and
41950	03	he
41951	03	will
41952	03	throughly
41953	03	purge
41954	03	his
41955	03	floor
41956	03	and
41957	03	will
41958	03	gather
41959	03	the
41960	03	wheat
41961	03	into
41962	03	his
41963	03	garner
41964	03	but
41965	03	the
41966	03	chaff
41967	03	he
41968	03	will
41969	03	burn
41970	03	with
41971	03	fire
41972	03	unquenchable
41973	03	and
41974	03	many
41975	03	other
41976	03	things
41977	03	in
41978	03	his
41979	03	exhortation
41980	03	preached
41981	03	he
41982	03	unto
41983	03	the
41984	03	people
41985	03	but
41986	03	herod
41987	03	the
41988	03	tetrarch
41989	03	being
41990	03	reproved
41991	03	by
41992	03	him
41993	03	for
41994	03	herodias
41995	03	his
41996	03	brother
41997	03	philip's
41998	03	wife
41999	03	and
42000	03	for
42001	03	all
42002	03	the
42003	03	evils
42004	03	which
42005	03	herod
42006	03	had
42007	03	done
42008	03	added
42009	03	yet
42010	03	this
42011	03	above
42012	03	all
42013	03	that
42014	03	he
42015	03	shut
42016	03	up
42017	03	john
42018	03	in
42019	03	prison
42020	03	now
42021	03	when
42022	03	all
42023	03	the
42024	03	people
42025	03	were
42026	03	baptized
42027	03	it
42028	03	came
42029	03	to
42030	03	pass
42031	03	that
42032	03	jesus
42033	03	also
42034	03	being
42035	03	baptized
42036	03	and
42037	03	praying
42038	03	the
42039	03	heaven
42040	03	was
42041	03	opened
42042	03	and
42043	03	the
42044	03	holy
42045	03	ghost
42046	03	descended
42047	03	in
42048	03	a
42049	03	bodily
42050	03	shape
42051	03	like
42052	03	a
42053	03	dove
42054	03	upon
42055	03	him
42056	03	and
42057	03	a
42058	03	voice
42059	03	came
42060	03	from
42061	03	heaven
42062	03	which
42063	03	said
42064	03	thou
42065	03	art
42066	03	my
42067	03	beloved
42068	03	son
42069	03	in
42070	03	thee
42071	03	i
42072	03	am
42073	03	well
42074	03	pleased
42075	03	and
42076	03	jesus
42077	03	himself
42078	03	began
42079	03	to
42080	03	be
42081	03	about
42082	03	thirty
42083	03	years
42084	03	of
42085	03	age
42086	03	being
42087	03	as
42088	03	was
42089	03	supposed
42090	03	the
42091	03	son
42092	03	of
42093	03	joseph
42094	03	which
42095	03	was
42096	03	the
42097	03	son
42098	03	of
42099	03	heli
42100	03	which
42101	03	was
42102	03	the
42103	03	son
42104	03	of
42105	03	matthat
42106	03	which
42107	03	was
42108	03	the
42109	03	son
42110	03	of
42111	03	levi
42112	03	which
42113	03	was
42114	03	the
42115	03	son
42116	03	of
42117	03	melchi
42118	03	which
42119	03	was
42120	03	the
42121	03	son
42122	03	of
42123	03	janna
42124	03	which
42125	03	was
42126	03	the
42127	03	son
42128	03	of
42129	03	joseph
42130	03	which
42131	03	was
42132	03	the
42133	03	son
42134	03	of
42135	03	mattathias
42136	03	which
42137	03	was
42138	03	the
42139	03	son
42140	03	of
42141	03	amos
42142	03	which
42143	03	was
42144	03	the
42145	03	son
42146	03	of
42147	03	naum
42148	03	which
42149	03	was
42150	03	the
42151	03	son
42152	03	of
42153	03	esli
42154	03	which
42155	03	was
42156	03	the
42157	03	son
42158	03	of
42159	03	nagge
42160	03	which
42161	03	was
42162	03	the
42163	03	son
42164	03	of
42165	03	maath
42166	03	which
42167	03	was
42168	03	the
42169	03	son
42170	03	of
42171	03	mattathias
42172	03	which
42173	03	was
42174	03	the
42175	03	son
42176	03	of
42177	03	semei
42178	03	which
42179	03	was
42180	03	the
42181	03	son
42182	03	of
42183	03	joseph
42184	03	which
42185	03	was
42186	03	the
42187	03	son
42188	03	of
42189	03	juda
42190	03	which
42191	03	was
42192	03	the
42193	03	son
42194	03	of
42195	03	joanna
42196	03	which
42197	03	was
42198	03	the
42199	03	son
42200	03	of
42201	03	rhesa
42202	03	which
42203	03	was
42204	03	the
42205	03	son
42206	03	of
42207	03	zorobabel
42208	03	which
42209	03	was
42210	03	the
42211	03	son
42212	03	of
42213	03	salathiel
42214	03	which
42215	03	was
42216	03	the
42217	03	son
42218	03	of
42219	03	neri
42220	03	which
42221	03	was
42222	03	the
42223	03	son
42224	03	of
42225	03	melchi
42226	03	which
42227	03	was
42228	03	the
42229	03	son
42230	03	of
42231	03	addi
42232	03	which
42233	03	was
42234	03	the
42235	03	son
42236	03	of
42237	03	cosam
42238	03	which
42239	03	was
42240	03	the
42241	03	son
42242	03	of
42243	03	elmodam
42244	03	which
42245	03	was
42246	03	the
42247	03	son
42248	03	of
42249	03	er
42250	03	which
42251	03	was
42252	03	the
42253	03	son
42254	03	of
42255	03	jose
42256	03	which
42257	03	was
42258	03	the
42259	03	son
42260	03	of
42261	03	eliezer
42262	03	which
42263	03	was
42264	03	the
42265	03	son
42266	03	of
42267	03	jorim
42268	03	which
42269	03	was
42270	03	the
42271	03	son
42272	03	of
42273	03	matthat
42274	03	which
42275	03	was
42276	03	the
42277	03	son
42278	03	of
42279	03	levi
42280	03	which
42281	03	was
42282	03	the
42283	03	son
42284	03	of
42285	03	simeon
42286	03	which
42287	03	was
42288	03	the
42289	03	son
42290	03	of
42291	03	juda
42292	03	which
42293	03	was
42294	03	the
42295	03	son
42296	03	of
42297	03	joseph
42298	03	which
42299	03	was
42300	03	the
42301	03	son
42302	03	of
42303	03	jonan
42304	03	which
42305	03	was
42306	03	the
42307	03	son
42308	03	of
42309	03	eliakim
42310	03	which
42311	03	was
42312	03	the
42313	03	son
42314	03	of
42315	03	melea
42316	03	which
42317	03	was
42318	03	the
42319	03	son
42320	03	of
42321	03	menan
42322	03	which
42323	03	was
42324	03	the
42325	03	son
42326	03	of
42327	03	mattatha
42328	03	which
42329	03	was
42330	03	the
42331	03	son
42332	03	of
42333	03	nathan
42334	03	which
42335	03	was
42336	03	the
42337	03	son
42338	03	of
42339	03	david
42340	03	which
42341	03	was
42342	03	the
42343	03	son
42344	03	of
42345	03	jesse
42346	03	which
42347	03	was
42348	03	the
42349	03	son
42350	03	of
42351	03	obed
42352	03	which
42353	03	was
42354	03	the
42355	03	son
42356	03	of
42357	03	booz
42358	03	which
42359	03	was
42360	03	the
42361	03	son
42362	03	of
42363	03	salmon
42364	03	which
42365	03	was
42366	03	the
42367	03	son
42368	03	of
42369	03	naasson
42370	03	which
42371	03	was
42372	03	the
42373	03	son
42374	03	of
42375	03	aminadab
42376	03	which
42377	03	was
42378	03	the
42379	03	son
42380	03	of
42381	03	aram
42382	03	which
42383	03	was
42384	03	the
42385	03	son
42386	03	of
42387	03	esrom
42388	03	which
42389	03	was
42390	03	the
42391	03	son
42392	03	of
42393	03	phares
42394	03	which
42395	03	was
42396	03	the
42397	03	son
42398	03	of
42399	03	juda
42400	03	which
42401	03	was
42402	03	the
42403	03	son
42404	03	of
42405	03	jacob
42406	03	which
42407	03	was
42408	03	the
42409	03	son
42410	03	of
42411	03	isaac
42412	03	which
42413	03	was
42414	03	the
42415	03	son
42416	03	of
42417	03	abraham
42418	03	which
42419	03	was
42420	03	the
42421	03	son
42422	03	of
42423	03	thara
42424	03	which
42425	03	was
42426	03	the
42427	03	son
42428	03	of
42429	03	nachor
42430	03	which
42431	03	was
42432	03	the
42433	03	son
42434	03	of
42435	03	saruch
42436	03	which
42437	03	was
42438	03	the
42439	03	son
42440	03	of
42441	03	ragau
42442	03	which
42443	03	was
42444	03	the
42445	03	son
42446	03	of
42447	03	phalec
42448	03	which
42449	03	was
42450	03	the
42451	03	son
42452	03	of
42453	03	heber
42454	03	which
42455	03	was
42456	03	the
42457	03	son
42458	03	of
42459	03	sala
42460	03	which
42461	03	was
42462	03	the
42463	03	son
42464	03	of
42465	03	cainan
42466	03	which
42467	03	was
42468	03	the
42469	03	son
42470	03	of
42471	03	arphaxad
42472	03	which
42473	03	was
42474	03	the
42475	03	son
42476	03	of
42477	03	sem
42478	03	which
42479	03	was
42480	03	the
42481	03	son
42482	03	of
42483	03	no´e
42484	03	which
42485	03	was
42486	03	the
42487	03	son
42488	03	of
42489	03	lamech
42490	03	which
42491	03	was
42492	03	the
42493	03	son
42494	03	of
42495	03	mathusala
42496	03	which
42497	03	was
42498	03	the
42499	03	son
42500	03	of
42501	03	enoch
42502	03	which
42503	03	was
42504	03	the
42505	03	son
42506	03	of
42507	03	jared
42508	03	which
42509	03	was
42510	03	the
42511	03	son
42512	03	of
42513	03	maleleel
42514	03	which
42515	03	was
42516	03	the
42517	03	son
42518	03	of
42519	03	cainan
42520	03	which
42521	03	was
42522	03	the
42523	03	son
42524	03	of
42525	03	enos
42526	03	which
42527	03	was
42528	03	the
42529	03	son
42530	03	of
42531	03	seth
42532	03	which
42533	03	was
42534	03	the
42535	03	son
42536	03	of
42537	03	adam
42538	03	which
42539	03	was
42540	03	the
42541	03	son
42542	03	of
42543	03	god
42544	04	and
42545	04	jesus
42546	04	being
42547	04	full
42548	04	of
42549	04	the
42550	04	holy
42551	04	ghost
42552	04	returned
42553	04	from
42554	04	jordan
42555	04	and
42556	04	was
42557	04	led
42558	04	by
42559	04	the
42560	04	spirit
42561	04	into
42562	04	the
42563	04	wilderness
42564	04	being
42565	04	forty
42566	04	days
42567	04	tempted
42568	04	of
42569	04	the
42570	04	devil
42571	04	and
42572	04	in
42573	04	those
42574	04	days
42575	04	he
42576	04	did
42577	04	eat
42578	04	nothing
42579	04	and
42580	04	when
42581	04	they
42582	04	were
42583	04	ended
42584	04	he
42585	04	afterward
42586	04	hungered
42587	04	and
42588	04	the
42589	04	devil
42590	04	said
42591	04	unto
42592	04	him
42593	04	if
42594	04	thou
42595	04	be
42596	04	the
42597	04	son
42598	04	of
42599	04	god
42600	04	command
42601	04	this
42602	04	stone
42603	04	that
42604	04	it
42605	04	be
42606	04	made
42607	04	bread
42608	04	and
42609	04	jesus
42610	04	answered
42611	04	him
42612	04	saying
42613	04	it
42614	04	is
42615	04	written
42616	04	that
42617	04	man
42618	04	shall
42619	04	not
42620	04	live
42621	04	by
42622	04	bread
42623	04	alone
42624	04	but
42625	04	by
42626	04	every
42627	04	word
42628	04	of
42629	04	god
42630	04	and
42631	04	the
42632	04	devil
42633	04	taking
42634	04	him
42635	04	up
42636	04	into
42637	04	an
42638	04	high
42639	04	mountain
42640	04	shewed
42641	04	unto
42642	04	him
42643	04	all
42644	04	the
42645	04	kingdoms
42646	04	of
42647	04	the
42648	04	world
42649	04	in
42650	04	a
42651	04	moment
42652	04	of
42653	04	time
42654	04	and
42655	04	the
42656	04	devil
42657	04	said
42658	04	unto
42659	04	him
42660	04	all
42661	04	this
42662	04	power
42663	04	will
42664	04	i
42665	04	give
42666	04	thee
42667	04	and
42668	04	the
42669	04	glory
42670	04	of
42671	04	them
42672	04	for
42673	04	that
42674	04	is
42675	04	delivered
42676	04	unto
42677	04	me
42678	04	and
42679	04	to
42680	04	whomsoever
42681	04	i
42682	04	will
42683	04	i
42684	04	give
42685	04	it
42686	04	if
42687	04	thou
42688	04	therefore
42689	04	wilt
42690	04	worship
42691	04	me
42692	04	all
42693	04	shall
42694	04	be
42695	04	thine
42696	04	and
42697	04	jesus
42698	04	answered
42699	04	and
42700	04	said
42701	04	unto
42702	04	him
42703	04	get
42704	04	thee
42705	04	behind
42706	04	me
42707	04	satan
42708	04	for
42709	04	it
42710	04	is
42711	04	written
42712	04	thou
42713	04	shalt
42714	04	worship
42715	04	the
42716	04	lord
42717	04	thy
42718	04	god
42719	04	and
42720	04	him
42721	04	only
42722	04	shalt
42723	04	thou
42724	04	serve
42725	04	and
42726	04	he
42727	04	brought
42728	04	him
42729	04	to
42730	04	jerusalem
42731	04	and
42732	04	set
42733	04	him
42734	04	on
42735	04	a
42736	04	pinnacle
42737	04	of
42738	04	the
42739	04	temple
42740	04	and
42741	04	said
42742	04	unto
42743	04	him
42744	04	if
42745	04	thou
42746	04	be
42747	04	the
42748	04	son
42749	04	of
42750	04	god
42751	04	cast
42752	04	thyself
42753	04	down
42754	04	from
42755	04	hence
42756	04	for
42757	04	it
42758	04	is
42759	04	written
42760	04	he
42761	04	shall
42762	04	give
42763	04	his
42764	04	angels
42765	04	charge
42766	04	over
42767	04	thee
42768	04	to
42769	04	keep
42770	04	thee
42771	04	and
42772	04	in
42773	04	their
42774	04	hands
42775	04	they
42776	04	shall
42777	04	bear
42778	04	thee
42779	04	up
42780	04	lest
42781	04	at
42782	04	any
42783	04	time
42784	04	thou
42785	04	dash
42786	04	thy
42787	04	foot
42788	04	against
42789	04	a
42790	04	stone
42791	04	and
42792	04	jesus
42793	04	answering
42794	04	said
42795	04	unto
42796	04	him
42797	04	it
42798	04	is
42799	04	said
42800	04	thou
42801	04	shalt
42802	04	not
42803	04	tempt
42804	04	the
42805	04	lord
42806	04	thy
42807	04	god
42808	04	and
42809	04	when
42810	04	the
42811	04	devil
42812	04	had
42813	04	ended
42814	04	all
42815	04	the
42816	04	temptation
42817	04	he
42818	04	departed
42819	04	from
42820	04	him
42821	04	for
42822	04	a
42823	04	season
42824	04	and
42825	04	jesus
42826	04	returned
42827	04	in
42828	04	the
42829	04	power
42830	04	of
42831	04	the
42832	04	spirit
42833	04	into
42834	04	galilee
42835	04	and
42836	04	there
42837	04	went
42838	04	out
42839	04	a
42840	04	fame
42841	04	of
42842	04	him
42843	04	through
42844	04	all
42845	04	the
42846	04	region
42847	04	round
42848	04	about
42849	04	and
42850	04	he
42851	04	taught
42852	04	in
42853	04	their
42854	04	synagogues
42855	04	being
42856	04	glorified
42857	04	of
42858	04	all
42859	04	and
42860	04	he
42861	04	came
42862	04	to
42863	04	nazareth
42864	04	where
42865	04	he
42866	04	had
42867	04	been
42868	04	brought
42869	04	up
42870	04	and
42871	04	as
42872	04	his
42873	04	custom
42874	04	was
42875	04	he
42876	04	went
42877	04	into
42878	04	the
42879	04	synagogue
42880	04	on
42881	04	the
42882	04	sabbath
42883	04	day
42884	04	and
42885	04	stood
42886	04	up
42887	04	for
42888	04	to
42889	04	read
42890	04	and
42891	04	there
42892	04	was
42893	04	delivered
42894	04	unto
42895	04	him
42896	04	the
42897	04	book
42898	04	of
42899	04	the
42900	04	prophet
42901	04	esaias
42902	04	and
42903	04	when
42904	04	he
42905	04	had
42906	04	opened
42907	04	the
42908	04	book
42909	04	he
42910	04	found
42911	04	the
42912	04	place
42913	04	where
42914	04	it
42915	04	was
42916	04	written
42917	04	the
42918	04	spirit
42919	04	of
42920	04	the
42921	04	lord
42922	04	is
42923	04	upon
42924	04	me
42925	04	because
42926	04	he
42927	04	hath
42928	04	anointed
42929	04	me
42930	04	to
42931	04	preach
42932	04	the
42933	04	gospel
42934	04	to
42935	04	the
42936	04	poor
42937	04	he
42938	04	hath
42939	04	sent
42940	04	me
42941	04	to
42942	04	heal
42943	04	the
42944	04	brokenhearted
42945	04	to
42946	04	preach
42947	04	deliverance
42948	04	to
42949	04	the
42950	04	captives
42951	04	and
42952	04	recovering
42953	04	of
42954	04	sight
42955	04	to
42956	04	the
42957	04	blind
42958	04	to
42959	04	set
42960	04	at
42961	04	liberty
42962	04	them
42963	04	that
42964	04	are
42965	04	bruised
42966	04	to
42967	04	preach
42968	04	the
42969	04	acceptable
42970	04	year
42971	04	of
42972	04	the
42973	04	lord
42974	04	and
42975	04	he
42976	04	closed
42977	04	the
42978	04	book
42979	04	and
42980	04	he
42981	04	gave
42982	04	it
42983	04	again
42984	04	to
42985	04	the
42986	04	minister
42987	04	and
42988	04	sat
42989	04	down
42990	04	and
42991	04	the
42992	04	eyes
42993	04	of
42994	04	all
42995	04	them
42996	04	that
42997	04	were
42998	04	in
42999	04	the
43000	04	synagogue
43001	04	were
43002	04	fastened
43003	04	on
43004	04	him
43005	04	and
43006	04	he
43007	04	began
43008	04	to
43009	04	say
43010	04	unto
43011	04	them
43012	04	this
43013	04	day
43014	04	is
43015	04	this
43016	04	scripture
43017	04	fulfilled
43018	04	in
43019	04	your
43020	04	ears
43021	04	and
43022	04	all
43023	04	bare
43024	04	him
43025	04	witness
43026	04	and
43027	04	wondered
43028	04	at
43029	04	the
43030	04	gracious
43031	04	words
43032	04	which
43033	04	proceeded
43034	04	out
43035	04	of
43036	04	his
43037	04	mouth
43038	04	and
43039	04	they
43040	04	said
43041	04	is
43042	04	not
43043	04	this
43044	04	joseph's
43045	04	son
43046	04	and
43047	04	he
43048	04	said
43049	04	unto
43050	04	them
43051	04	ye
43052	04	will
43053	04	surely
43054	04	say
43055	04	unto
43056	04	me
43057	04	this
43058	04	proverb
43059	04	physician
43060	04	heal
43061	04	thyself
43062	04	whatsoever
43063	04	we
43064	04	have
43065	04	heard
43066	04	done
43067	04	in
43068	04	capernaum
43069	04	do
43070	04	also
43071	04	here
43072	04	in
43073	04	thy
43074	04	country
43075	04	and
43076	04	he
43077	04	said
43078	04	verily
43079	04	i
43080	04	say
43081	04	unto
43082	04	you
43083	04	no
43084	04	prophet
43085	04	is
43086	04	accepted
43087	04	in
43088	04	his
43089	04	own
43090	04	country
43091	04	but
43092	04	i
43093	04	tell
43094	04	you
43095	04	of
43096	04	a
43097	04	truth
43098	04	many
43099	04	widows
43100	04	were
43101	04	in
43102	04	israel
43103	04	in
43104	04	the
43105	04	days
43106	04	of
43107	04	elias
43108	04	when
43109	04	the
43110	04	heaven
43111	04	was
43112	04	shut
43113	04	up
43114	04	three
43115	04	years
43116	04	and
43117	04	six
43118	04	months
43119	04	when
43120	04	great
43121	04	famine
43122	04	was
43123	04	throughout
43124	04	all
43125	04	the
43126	04	land
43127	04	but
43128	04	unto
43129	04	none
43130	04	of
43131	04	them
43132	04	was
43133	04	elias
43134	04	sent
43135	04	save
43136	04	unto
43137	04	sarepta
43138	04	a
43139	04	city
43140	04	of
43141	04	sidon
43142	04	unto
43143	04	a
43144	04	woman
43145	04	that
43146	04	was
43147	04	a
43148	04	widow
43149	04	and
43150	04	many
43151	04	lepers
43152	04	were
43153	04	in
43154	04	israel
43155	04	in
43156	04	the
43157	04	time
43158	04	of
43159	04	eliseus
43160	04	the
43161	04	prophet
43162	04	and
43163	04	none
43164	04	of
43165	04	them
43166	04	was
43167	04	cleansed
43168	04	saving
43169	04	naaman
43170	04	the
43171	04	syrian
43172	04	and
43173	04	all
43174	04	they
43175	04	in
43176	04	the
43177	04	synagogue
43178	04	when
43179	04	they
43180	04	heard
43181	04	these
43182	04	things
43183	04	were
43184	04	filled
43185	04	with
43186	04	wrath
43187	04	and
43188	04	rose
43189	04	up
43190	04	and
43191	04	thrust
43192	04	him
43193	04	out
43194	04	of
43195	04	the
43196	04	city
43197	04	and
43198	04	led
43199	04	him
43200	04	unto
43201	04	the
43202	04	brow
43203	04	of
43204	04	the
43205	04	hill
43206	04	whereon
43207	04	their
43208	04	city
43209	04	was
43210	04	built
43211	04	that
43212	04	they
43213	04	might
43214	04	cast
43215	04	him
43216	04	down
43217	04	headlong
43218	04	but
43219	04	he
43220	04	passing
43221	04	through
43222	04	the
43223	04	midst
43224	04	of
43225	04	them
43226	04	went
43227	04	his
43228	04	way
43229	04	and
43230	04	came
43231	04	down
43232	04	to
43233	04	capernaum
43234	04	a
43235	04	city
43236	04	of
43237	04	galilee
43238	04	and
43239	04	taught
43240	04	them
43241	04	on
43242	04	the
43243	04	sabbath
43244	04	days
43245	04	and
43246	04	they
43247	04	were
43248	04	astonished
43249	04	at
43250	04	his
43251	04	doctrine
43252	04	for
43253	04	his
43254	04	word
43255	04	was
43256	04	with
43257	04	power
43258	04	and
43259	04	in
43260	04	the
43261	04	synagogue
43262	04	there
43263	04	was
43264	04	a
43265	04	man
43266	04	which
43267	04	had
43268	04	a
43269	04	spirit
43270	04	of
43271	04	an
43272	04	unclean
43273	04	devil
43274	04	and
43275	04	cried
43276	04	out
43277	04	with
43278	04	a
43279	04	loud
43280	04	voice
43281	04	saying
43282	04	let
43283	04	us
43284	04	alone
43285	04	what
43286	04	have
43287	04	we
43288	04	to
43289	04	do
43290	04	with
43291	04	thee
43292	04	thou
43293	04	jesus
43294	04	of
43295	04	nazareth
43296	04	art
43297	04	thou
43298	04	come
43299	04	to
43300	04	destroy
43301	04	us
43302	04	i
43303	04	know
43304	04	thee
43305	04	who
43306	04	thou
43307	04	art
43308	04	the
43309	04	holy
43310	04	one
43311	04	of
43312	04	god
43313	04	and
43314	04	jesus
43315	04	rebuked
43316	04	him
43317	04	saying
43318	04	hold
43319	04	thy
43320	04	peace
43321	04	and
43322	04	come
43323	04	out
43324	04	of
43325	04	him
43326	04	and
43327	04	when
43328	04	the
43329	04	devil
43330	04	had
43331	04	thrown
43332	04	him
43333	04	in
43334	04	the
43335	04	midst
43336	04	he
43337	04	came
43338	04	out
43339	04	of
43340	04	him
43341	04	and
43342	04	hurt
43343	04	him
43344	04	not
43345	04	and
43346	04	they
43347	04	were
43348	04	all
43349	04	amazed
43350	04	and
43351	04	spake
43352	04	among
43353	04	themselves
43354	04	saying
43355	04	what
43356	04	a
43357	04	word
43358	04	is
43359	04	this
43360	04	for
43361	04	with
43362	04	authority
43363	04	and
43364	04	power
43365	04	he
43366	04	commandeth
43367	04	the
43368	04	unclean
43369	04	spirits
43370	04	and
43371	04	they
43372	04	come
43373	04	out
43374	04	and
43375	04	the
43376	04	fame
43377	04	of
43378	04	him
43379	04	went
43380	04	out
43381	04	into
43382	04	every
43383	04	place
43384	04	of
43385	04	the
43386	04	country
43387	04	round
43388	04	about
43389	04	and
43390	04	he
43391	04	arose
43392	04	out
43393	04	of
43394	04	the
43395	04	synagogue
43396	04	and
43397	04	entered
43398	04	into
43399	04	simon's
43400	04	house
43401	04	and
43402	04	simon's
43403	04	wifes
43404	04	mother
43405	04	was
43406	04	taken
43407	04	with
43408	04	a
43409	04	great
43410	04	fever
43411	04	and
43412	04	they
43413	04	besought
43414	04	him
43415	04	for
43416	04	her
43417	04	and
43418	04	he
43419	04	stood
43420	04	over
43421	04	her
43422	04	and
43423	04	rebuked
43424	04	the
43425	04	fever
43426	04	and
43427	04	it
43428	04	left
43429	04	her
43430	04	and
43431	04	immediately
43432	04	she
43433	04	arose
43434	04	and
43435	04	ministered
43436	04	unto
43437	04	them
43438	04	now
43439	04	when
43440	04	the
43441	04	sun
43442	04	was
43443	04	setting
43444	04	all
43445	04	they
43446	04	that
43447	04	had
43448	04	any
43449	04	sick
43450	04	with
43451	04	divers
43452	04	diseases
43453	04	brought
43454	04	them
43455	04	unto
43456	04	him
43457	04	and
43458	04	he
43459	04	laid
43460	04	his
43461	04	hands
43462	04	on
43463	04	every
43464	04	one
43465	04	of
43466	04	them
43467	04	and
43468	04	healed
43469	04	them
43470	04	and
43471	04	devils
43472	04	also
43473	04	came
43474	04	out
43475	04	of
43476	04	many
43477	04	crying
43478	04	out
43479	04	and
43480	04	saying
43481	04	thou
43482	04	art
43483	04	christ
43484	04	the
43485	04	son
43486	04	of
43487	04	god
43488	04	and
43489	04	he
43490	04	rebuking
43491	04	them
43492	04	suffered
43493	04	them
43494	04	not
43495	04	to
43496	04	speak
43497	04	for
43498	04	they
43499	04	knew
43500	04	that
43501	04	he
43502	04	was
43503	04	christ
43504	04	and
43505	04	when
43506	04	it
43507	04	was
43508	04	day
43509	04	he
43510	04	departed
43511	04	and
43512	04	went
43513	04	into
43514	04	a
43515	04	desert
43516	04	place
43517	04	and
43518	04	the
43519	04	people
43520	04	sought
43521	04	him
43522	04	and
43523	04	came
43524	04	unto
43525	04	him
43526	04	and
43527	04	stayed
43528	04	him
43529	04	that
43530	04	he
43531	04	should
43532	04	not
43533	04	depart
43534	04	from
43535	04	them
43536	04	and
43537	04	he
43538	04	said
43539	04	unto
43540	04	them
43541	04	i
43542	04	must
43543	04	preach
43544	04	the
43545	04	kingdom
43546	04	of
43547	04	god
43548	04	to
43549	04	other
43550	04	cities
43551	04	also
43552	04	for
43553	04	therefore
43554	04	am
43555	04	i
43556	04	sent
43557	04	and
43558	04	he
43559	04	preached
43560	04	in
43561	04	the
43562	04	synagogues
43563	04	of
43564	04	galilee
43565	05	and
43566	05	it
43567	05	came
43568	05	to
43569	05	pass
43570	05	that
43571	05	as
43572	05	the
43573	05	people
43574	05	pressed
43575	05	upon
43576	05	him
43577	05	to
43578	05	hear
43579	05	the
43580	05	word
43581	05	of
43582	05	god
43583	05	he
43584	05	stood
43585	05	by
43586	05	the
43587	05	lake
43588	05	of
43589	05	gennesaret
43590	05	and
43591	05	saw
43592	05	two
43593	05	ships
43594	05	standing
43595	05	by
43596	05	the
43597	05	lake
43598	05	but
43599	05	the
43600	05	fishermen
43601	05	were
43602	05	gone
43603	05	out
43604	05	of
43605	05	them
43606	05	and
43607	05	were
43608	05	washing
43609	05	their
43610	05	nets
43611	05	and
43612	05	he
43613	05	entered
43614	05	into
43615	05	one
43616	05	of
43617	05	the
43618	05	ships
43619	05	which
43620	05	was
43621	05	simons
43622	05	and
43623	05	prayed
43624	05	him
43625	05	that
43626	05	he
43627	05	would
43628	05	thrust
43629	05	out
43630	05	a
43631	05	little
43632	05	from
43633	05	the
43634	05	land
43635	05	and
43636	05	he
43637	05	sat
43638	05	down
43639	05	and
43640	05	taught
43641	05	the
43642	05	people
43643	05	out
43644	05	of
43645	05	the
43646	05	ship
43647	05	now
43648	05	when
43649	05	he
43650	05	had
43651	05	left
43652	05	speaking
43653	05	he
43654	05	said
43655	05	unto
43656	05	simon
43657	05	launch
43658	05	out
43659	05	into
43660	05	the
43661	05	deep
43662	05	and
43663	05	let
43664	05	down
43665	05	your
43666	05	nets
43667	05	for
43668	05	a
43669	05	draught
43670	05	and
43671	05	simon
43672	05	answering
43673	05	said
43674	05	unto
43675	05	him
43676	05	master
43677	05	we
43678	05	have
43679	05	toiled
43680	05	all
43681	05	the
43682	05	night
43683	05	and
43684	05	have
43685	05	taken
43686	05	nothing
43687	05	nevertheless
43688	05	at
43689	05	thy
43690	05	word
43691	05	i
43692	05	will
43693	05	let
43694	05	down
43695	05	the
43696	05	net
43697	05	and
43698	05	when
43699	05	they
43700	05	had
43701	05	this
43702	05	done
43703	05	they
43704	05	inclosed
43705	05	a
43706	05	great
43707	05	multitude
43708	05	of
43709	05	fishes
43710	05	and
43711	05	their
43712	05	net
43713	05	brake
43714	05	and
43715	05	they
43716	05	beckoned
43717	05	unto
43718	05	their
43719	05	partners
43720	05	which
43721	05	were
43722	05	in
43723	05	the
43724	05	other
43725	05	ship
43726	05	that
43727	05	they
43728	05	should
43729	05	come
43730	05	and
43731	05	help
43732	05	them
43733	05	and
43734	05	they
43735	05	came
43736	05	and
43737	05	filled
43738	05	both
43739	05	the
43740	05	ships
43741	05	so
43742	05	that
43743	05	they
43744	05	began
43745	05	to
43746	05	sink
43747	05	when
43748	05	simon
43749	05	peter
43750	05	saw
43751	05	it
43752	05	he
43753	05	fell
43754	05	down
43755	05	at
43756	05	jesus
43757	05	knees
43758	05	saying
43759	05	depart
43760	05	from
43761	05	me
43762	05	for
43763	05	i
43764	05	am
43765	05	a
43766	05	sinful
43767	05	man
